Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Toyota,Hilux Lounge,07-2016,166 500 km,160 000 DT,Pick up,Essence,8                                                                            CV,Automatique,Propulsion,Noir,Sfax,ADRESSE :Sfax
KIA,Rio 5p,06-2012,104 000 km,35 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Noir,Sfax,ADRESSE :Sfax ville
Mercedes-Benz,Classe A,10-2021,80 000 km,123 000 DT,Compacte,Essence,7                                                                            CV,Automatique,Traction,Noir,Béja,ADRESSE :beja tunisie
Peugeot,206,08-2004,267 000 km,18 500 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :La Soukra
Volkswagen,Golf 7,03-2014,155 000 km,46 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Gris argent,Ariana,ADRESSE :ARIANA
Seat,Leon SC,03-2018,107 000 km,50 000 DT,Compacte,Diesel,6                                                                            CV,Manuelle,Traction,Gris Shark,Ariana,ADRESSE :Cité Morjen Bloc E appartement 5 Menzah 5
Mazda,BT-50,09-2013,213 000 km,40 000 DT,Pick up,Essence,9                                                                            CV,Manuelle,Traction,Gris anthracite,Nabeul,ADRESSE :Rue 9
Volkswagen,Golf 7,03-2018,175 000 km,57 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Intégrale,Gris Shark,Sousse,ADRESSE :Sfax route lafrane
Mazda,2 Sedan,12-2017,180 000 km,37 000 DT,Citadine,Diesel,6                                                                            CV,Manuelle,Intégrale,Blanc,Gabès,ADRESSE :Avenue Med Ali
Renault,Megane Business,01-2019,94 000 km,56 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Sousse,ADRESSE :Sousse
Ford,Fiesta Titanium Plus,10-2015,179 000 km,35 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Manar 2 tunis
Nissan,Micra,01-2021,30 000 km,41 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :Ariana
Audi,A3 S line,06-2018,140 000 km,73 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Tunis
Jeep,Wrangler,06-1979,80 000 km,140 000 DT,SUV/4x4,Essence,25                                                                            CV,Manuelle,Traction,Autre,Béja,ADRESSE :Béjà
BMW,Série 3 f30 kit M,05-2017,170 000 km,88 000 DT,Berline,Essence,7                                                                            CV,Automatique,Propulsion,Blanc,Ariana,ADRESSE :la soukra chotrana 1
Mini,Cabriolet Bi-turbo,05-2019,58 000 km,78 000 DT,Cabriolet,Essence,5                                                                            CV,Manuelle,Traction,Vert,Tunis,ADRESSE :Marsa
Volkswagen,Passat Kit   R-Line,01-2020,40 000 km,118 000 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Volkswagen,Tiguan 4Motion 2L,11-2018,88 000 km,110 000 DT,SUV/4x4,Essence,12                                                                            CV,Automatique,Traction,Blanc,Médenine,ADRESSE :Medenine
Porsche,Cayenne,03-2011,198 000 km,140 000 DT,SUV/4x4,Essence,21                                                                            CV,Automatique,Intégrale,Noir,Tunis,ADRESSE :Porsche Cayenne v6
MG,3 2021,09-2021,8 000 km,62 500 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Bleu,Sousse,ADRESSE :Hammam sousse
Hyundai,i20,10-2014,137 000 km,35 000 DT,Autres,Essence,4                                                                            CV,Manuelle,Intégrale,Blanc,Nabeul,ADRESSE :Menzel temime
Seat,Ibiza Style,04-2011,147 600 km,30 500 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Gris Shark,Ariana,ADRESSE :Jardins el menzah 2 près de la foire
BMW,Série 6 Cabriolet,11-2005,200 000 km,75 000 DT,Cabriolet,Essence,25                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Cité ennaser ariana
Peugeot,508,06-2012,212 000 km,31 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Marsa
Porsche,911 carrera cabriolet,08-2017,59 000 km,325 000 DT,Cabriolet,Essence,26                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :Soukra
Fiat,500,09-2021,19 000 km,50 500 DT,Citadine,Essence,4                                                                            CV,Manuelle,Intégrale,Rouge,Ariana,ADRESSE :Ariana
Peugeot,207,05-2008,284 000 km,22 500 DT,Coupé,Essence,6                                                                            CV,Manuelle,Traction,Gris argent,La Manouba,ADRESSE :avenue habib bourguiba jedaida
KIA,Rio 5p,01-2022,14 000 km,67 800 DT,Coupé,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Bizerte,ADRESSE :Bizerte
Mercedes-Benz,Classe C AMG,03-2017,97 000 km,140 000 DT,Berline,Diesel,8                                                                            CV,Automatique,Propulsion,Blanc,Sousse,ADRESSE :Sousse
Mercedes-Benz,Classe C AMG,01-2017,78 000 km,122 000 DT,Berline,Essence,6                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :Manzah 9
Ford,Fiesta Titanium,10-2013,126 500 km,33 000 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,"ADRESSE :Mourouj, Ben arous"
Volkswagen,Vento,06-1997,318 000 km,10 500 DT,Autres,Essence,6                                                                            CV,Manuelle,Intégrale,Noir,Ben Arous,ADRESSE :Mourouj
Seat,Leon Style,08-2018,120 000 km,52 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :Mourouj 6
Citroën,C-Elysée EXCLUSIVE - TOUTES OPTIONS,03-2015,240 500 km,26 500 DT,Berline,Diesel,5                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Rue du Lac Annecy Les Berges du Lac I
Fiat,Doblo,01-2020,93 000 km,45 000 DT,Utilitaire,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Sfax,ADRESSE :sfax
Ssangyong,Tivoli,11-2015,92 460 km,51 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Blanc,Sousse,ADRESSE :Av hassen ben said khezama ouest SOusse
Ford,Fiesta,11-2005,208 000 km,21 500 DT,Compacte,Diesel,5                                                                            CV,Manuelle,Traction,Gris Shark,Monastir,"ADRESSE :Khniss, Tunisie"
Isuzu,D-Max Double Cabine Excellent,12-2013,267 000 km,80 000 DT,Pick up,Essence,8                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :Fouchena Ben arous
Porsche,Cayenne GTS V8,10-2012,185 000 km,220 000 DT,SUV/4x4,Essence,32                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Showroom SQUID CAR Autoroute la Marsa GP9 Citè Taieb Mhiri, l’ Aouina"
KIA,Rio 5p,04-2019,168 000 km,52 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Propulsion,Blanc,Ariana,ADRESSE :Ariana Borj Louzir
Peugeot,308,07-2019,70 000 km,54 000 DT,Compacte,Essence,6                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Ariana Tunisie
KIA,Sportage Standard,11-2019,87 000 km,95 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Traction,Bleu,Kairouan,ADRESSE :Kairouan
KIA,Cerato,04-2010,207 000 km,23 000 DT,Citadine,Essence,7                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Nouvelle Medina Rue des Jasmin
Citroën,C3 puretech,07-2017,118 000 km,37 500 DT,Compacte,Essence,4                                                                            CV,Manuelle,Traction,Autre,Sfax,ADRESSE :Poudrière 1 rue jameleddine alafghani
BMW,X1 Pack M,07-2020,74 000 km,150 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Gris anthracite,Sousse,ADRESSE :Sousse
Jaguar,XF,05-2013,230 000 km,58 000 DT,Berline,Essence,15                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :Morneg ben arous
Seat,Leon,08-2018,65 000 km,60 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Sfax,ADRESSE :Sfax
Mazda,2 Sedan,10-2017,104 000 km,48 000 DT,Berline,Diesel,6                                                                            CV,Manuelle,Traction,Gris anthracite,Ben Arous,ADRESSE :borj cedria
Nissan,Navara,11-2007,390 000 km,39 000 DT,SUV/4x4,Diesel,8                                                                            CV,Manuelle,Traction,Noir,Sousse,ADRESSE :Hamem sousse
Citroën,Berlingo Multispace,01-2002,529 000 km,10 700 DT,Citadine,Hybride (diesel/électrique),7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Tunis
Mercedes-Benz,GLE 350 de,09-2021,31 200 km,435 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Intégrale,Blanc,Sousse,ADRESSE :Hammam sousse
MG,3,08-2021,25 000 km,61 100 DT,Berline,Diesel,6                                                                            CV,Manuelle,Traction,Noir,Gabès,ADRESSE :Gabes
Land,Rover Range Rover Evoque R DYNAMIC,09-2020,45 000 km,240 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Les jardins de carthage
Peugeot,3008 neuve,05-2019,77 000 km,88 000 DT,Autres,Diesel,7                                                                            CV,Automatique,Traction,Gris argent,Ben Arous,"ADRESSE :Résidence doret rades duplex 27
Rades"
Volkswagen,Golf 7 Bluemotion 1.6 TDI,07-2013,200 000 km,45 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Nabeul,ADRESSE :Rue Sayda AFH Nabeul
KIA,Optima,08-2012,89 300 km,48 000 DT,Berline,Essence,10                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :marina Gammarth
Volkswagen,Passat,04-2016,150 000 km,61 000 DT,Berline,Essence,7                                                                            CV,Manuelle,Intégrale,Noir,Sfax,ADRESSE :route mahdia sfax
Dacia,Logan,10-2011,207 000 km,23 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :tunis l'aouina cité taib mhiri
Volkswagen,Golf 7,04-2019,163 000 km,65 000 DT,Berline,Diesel,6                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :Boumhal el basatiin 2 ben arous
Ssangyong,Actyon Sports,02-2012,270 000 km,37 500 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Intégrale,Bleu,Ariana,ADRESSE :LA SOUKRA
Volkswagen,Polo 7,09-2010,154 000 km,27 000 DT,Citadine,Diesel,4                                                                            CV,Manuelle,Traction,Bleu,Tunis,ADRESSE :Tunis Menzah 7
Jaguar,F-Pace RDYNAMIC SPORT,12-2016,158 000 km,200 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Intégrale,Blanc,Ariana,ADRESSE :ARIANA
Audi,A4 BVM6 Essence 1.8 Tfsi,03-2010,160 000 km,38 500 DT,Berline,Essence,8                                                                            CV,Manuelle,Propulsion,Gris anthracite,Sousse,"ADRESSE :6 rue Ibn Ennafis 
4011 HAMMAM SOUSSE"
